"","Kecamatan","Kab.Kota","Provinsi","Kelas.RusakPerc","Lab.RusakPerc","UKS.RusakPerc","Perpus.RusakPerc","Toilet.RusakPerc"
"2919","Kec. Sabu Tengah ","Sabu Raijua","Nusa Tenggara Barat (NTB)",1,1,0,1,0
"2920","Kec. Sabu Liae ","Sabu Raijua","Nusa Tenggara Barat (NTB)",0.74,0,0,0,0
"2921","Kec. Sabu Timur ","Sabu Raijua","Nusa Tenggara Barat (NTB)",0.2,0,0,0,0
"2922","Kec. Malaka Barat ","Malaka","Nanggroe Aceh Darussalam (NAD)",0.01,0,0,0,0
"2923","Kec. Wewiku ","Malaka","Nanggroe Aceh Darussalam (NAD)",0.32,0.14,0,0.17,0
"2924","Kec. Rinhat ","Malaka","Nanggroe Aceh Darussalam (NAD)",0.12,0,0,0,0
"2925","Kec. Io Kufeu ","Malaka","Nanggroe Aceh Darussalam (NAD)",0.44,0,0,0,0
"2926","Kec. Sasitamean ","Malaka","Nanggroe Aceh Darussalam (NAD)",0,0,0.33,0,1
"2927","Kec. Malaka Timur ","Malaka","Nanggroe Aceh Darussalam (NAD)",0,0,0,0.5,0
"2928","Kec. Botin Leobele ","Malaka","Nanggroe Aceh Darussalam (NAD)",1,0,0,0,0
"2929","Kec. Malaka Tengah ","Malaka","Nanggroe Aceh Darussalam (NAD)",0.13,0,0,0.12,0
"2930","Kec. Aimere ","Ngada","Nusa Tenggara Barat (NTB)",1,1,1,1,0.75
"2931","Kec. Bajawa ","Ngada","Nusa Tenggara Barat (NTB)",0.08,0,0.14,0,0.25
"2932","Kec. Golewa ","Ngada","Nusa Tenggara Barat (NTB)",0.03,0.17,0.17,0.25,0.12
"2933","Kec. Soa ","Ngada","Nusa Tenggara Barat (NTB)",0.04,0,0,0,0
"2934","Kec. Alak ","Kupang","Nanggroe Aceh Darussalam (NAD)",0.53,0.29,0.17,0.4,0.17
"2935","Kec. Maulafa ","Kupang","Nanggroe Aceh Darussalam (NAD)",0.16,0.09,0.12,0.08,0.17
"2936","Kec. Oebobo ","Kupang","Nanggroe Aceh Darussalam (NAD)",0.12,0.09,0.2,0.07,0.19
"2937","Kec. Kelapa Lima ","Kupang","Nanggroe Aceh Darussalam (NAD)",0.06,0.36,0.25,0.2,0.38
"2938","Kec. ","Kupang","Nanggroe Aceh Darussalam (NAD)",0,0,0.12,0,0.12
"2939","Kec. ","Kupang","Nanggroe Aceh Darussalam (NAD)",0.3,0.29,0.17,0.33,0.25
"2940","Kec. Alok ","Sikka","Nusa Tenggara Barat (NTB)",0.07,0.12,0.06,0,0.05
"2941","Kec. Alok Timur ","Sikka","Nusa Tenggara Barat (NTB)",0.21,0.3,0.12,0.4,0.17
"2942","Kec. Magependa ","Sikka","Nusa Tenggara Barat (NTB)",0.25,0,0,0,0
"2943","Kec. Nangapanda ","Ende","Nanggroe Aceh Darussalam (NAD)",0.32,0.33,0.5,0.5,1
"2944","Kec. Ende Selatan ","Ende","Nanggroe Aceh Darussalam (NAD)",0,0,0.5,0,0.5
"2945","Kec. Wolowaru ","Ende","Nanggroe Aceh Darussalam (NAD)",0.11,0,0,0,0
"2946","Kec. Maurole ","Ende","Nanggroe Aceh Darussalam (NAD)",0.07,0,0,0,0
"2947","Kec. Wewaria ","Ende","Nanggroe Aceh Darussalam (NAD)",1,0,0,1,0
"2948","Kec. Wolojita ","Ende","Nanggroe Aceh Darussalam (NAD)",0.57,1,0,1,0
"2949","Kec. Pulau Ende ","Ende","Nanggroe Aceh Darussalam (NAD)",0.75,0,0,0,0
"2950","Kec. Ende Utara ","Ende","Nanggroe Aceh Darussalam (NAD)",0.59,0.25,0.33,0.33,0.5
"2951","Kec. Ende Tengah ","Ende","Nanggroe Aceh Darussalam (NAD)",0.03,0,0.07,0,0.12
"2952","Kec. Miomafo Barat ","Timor Tengah Utara","Nusa Tenggara Timur (NTT)",0.1,0,0,0,0
"2953","Kec. ","Timor Tengah Utara","Nusa Tenggara Timur (NTT)",0.13,0.15,0.08,0.14,0.08
"2954","Kec. Biboki Selatan ","Timor Tengah Utara","Nusa Tenggara Timur (NTT)",0.63,0.75,0,1,0
"2955","Kec. Biboki Anleu ","Timor Tengah Utara","Nusa Tenggara Timur (NTT)",1,1,0,1,0
"2956","Kec. Miomafo Tengah ","Timor Tengah Utara","Nusa Tenggara Timur (NTT)",0.4,0,0,0,0
"2957","Kec. Bikomi Tengah ","Timor Tengah Utara","Nusa Tenggara Timur (NTT)",0.83,1,0,1,0
"2958","Kec. Bikomi Nilulat ","Timor Tengah Utara","Nusa Tenggara Timur (NTT)",0,1,0,0,0
"2959","Kec. Naibenu ","Timor Tengah Utara","Nusa Tenggara Timur (NTT)",0.6,0,0,0,0
"2960","Kec. Insana Fafinesu ","Timor Tengah Utara","Nusa Tenggara Timur (NTT)",0.6,0.5,0,0,0
"2961","Kec. Biboki Tanpah ","Timor Tengah Utara","Nusa Tenggara Timur (NTT)",0.46,0,0,0,0
"2962","Kec. Biboki Moenleu ","Timor Tengah Utara","Nusa Tenggara Timur (NTT)",0.38,0,0,0,0
"2963","Kec. Tasifeto Barat ","Belu","Nanggroe Aceh Darussalam (NAD)",0.37,0.27,0.21,0.17,0.75
"2964","Kec. ","Belu","Nanggroe Aceh Darussalam (NAD)",0.27,0.12,0.3,0.17,0.6
"2965","Kec. Lasiolat ","Belu","Nanggroe Aceh Darussalam (NAD)",0.43,0,0,0.5,0
"2966","Kec. Atambua Barat ","Belu","Nanggroe Aceh Darussalam (NAD)",0.21,0.09,0.09,0.14,0.5
"2967","Kec. Aesesa ","Nagakeo","0",0.24,0.3,0.3,0,0.38
"2968","Kec. Boawae ","Nagakeo","0",0.11,0.33,0.2,0,0.25
"2969","Kec. Keo Tengah ","Nagakeo","0",0.41,0.2,0.2,0.67,0.5
"2970","Kec. Mauponggo ","Nagakeo","0",0.5,1,0,1,0
"2971","Kec. Katiku Tana ","Sumba Tengah","Nusa Tenggara Barat (NTB)",0,0,0.5,0,0.5
"2972","Kec. Mamboro ","Sumba Tengah","Nusa Tenggara Barat (NTB)",1,1,0,1,0
"2973","Kec. Umbu Ratu Nggay Barat ","Sumba Tengah","Nusa Tenggara Barat (NTB)",0.12,0,0,1,0
"2974","Kec. Katiku Tana Selatan ","Sumba Tengah","Nusa Tenggara Barat (NTB)",0.51,1,0,1,0
"2975","Kec. Kodi Bangedo ","Sumba Barat Daya","Nusa Tenggara Barat (NTB)",0,0,0.25,0,0.5
"2976","Kec. Wewewa Barat ","Sumba Barat Daya","Nusa Tenggara Barat (NTB)",0.5,0.4,0.4,0.33,0.5
"2977","Kec. Wewewa Timur ","Sumba Barat Daya","Nusa Tenggara Barat (NTB)",0,0,0.25,0,0.5
"2978","Kec. Wewewa Utara ","Sumba Barat Daya","Nusa Tenggara Barat (NTB)",0.3,0,0,0,0
"2979","Kec. Kodi Utara ","Sumba Barat Daya","Nusa Tenggara Barat (NTB)",0,0,0.17,0,0.5
"2980","Kec. Wewewa Tengah ","Sumba Barat Daya","Nusa Tenggara Barat (NTB)",0,0,0.25,0,0.5
"2981","Kec. Kodi Balaghar ","Sumba Barat Daya","Nusa Tenggara Barat (NTB)",0,0,0.17,0,0.5
"2982","Kec. Satarmese ","Manggarai","Nanggroe Aceh Darussalam (NAD)",0.3,0,0.25,0,0.17
"2983","Kec. Langke Rembong ","Manggarai","Nanggroe Aceh Darussalam (NAD)",0.14,0.09,0,0.17,0
"2984","Kec. Cibal ","Manggarai","Nanggroe Aceh Darussalam (NAD)",0.07,0,0.25,0.25,0.25
"2985","Kec. Reok ","Manggarai","Nanggroe Aceh Darussalam (NAD)",0.13,0,0,0,0
"2986","Kec. Satar Mese Barat ","Manggarai","Nanggroe Aceh Darussalam (NAD)",0.5,0,0,0,0
"2987","Kec. Rahong Utara ","Manggarai","Nanggroe Aceh Darussalam (NAD)",0.02,0,0,0,0
"2988","Kec. Lewa ","Sumba Timur","Nusa Tenggara Barat (NTB)",0,0,0.25,0,0.5
"2989","Kec. Pahunga Lodu ","Sumba Timur","Nusa Tenggara Barat (NTB)",0.44,0.5,0,1,0
"2990","Kec. ","Sumba Timur","Nusa Tenggara Barat (NTB)",0.11,0.24,0.28,0.14,0.38
"2991","Kec. Kahaungu Eti ","Sumba Timur","Nusa Tenggara Barat (NTB)",0.67,0,0,1,0
"2992","Kec. Matawai La Pawu ","Sumba Timur","Nusa Tenggara Barat (NTB)",1,1,0,0,0
"2993","Kec. Kambera ","Sumba Timur","Nusa Tenggara Barat (NTB)",0.02,0,0.17,0,0.5
"2994","Kec. Lewa Tidahu ","Sumba Timur","Nusa Tenggara Barat (NTB)",0.88,0,0,1,0
"2995","Kec. Loli ","Sumba Barat","Nusa Tenggara Barat (NTB)",0.21,0,0,0,0
"2996","Kec. ","Sumba Barat","Nusa Tenggara Barat (NTB)",0,0,0.09,0,0.17
"2997","Kec. Tana Righu ","Sumba Barat","Nusa Tenggara Barat (NTB)",0.33,0,0,1,0
"2998","Kec. Asologaima ","Jaya Wijaya","0",0.1,0,0,0,0
"2999","Kec. Yalengga ","Jaya Wijaya","0",1,0,0,0,0
"3000","Kec. Wamena ","Jaya Wijaya","0",0.46,0.36,0.22,0.2,0.5
"3001","Kec. Hubikiak ","Jaya Wijaya","0",1,1,0,1,0
"3002","Kec. Uwapa ","Nabire","Kabupaten",0.5,1,0,0,0
"3003","Kec. Nabire ","Nabire","Kabupaten",0.33,0.17,0.09,0.14,0.15
"3004","Kec. Teluk Kimi ","Nabire","Kabupaten",0.73,1,0,1,0
"3005","Kec. Nabire Barat ","Nabire","Kabupaten",0,0,0.5,0,0.5
"3006","Kec. Yaro  ","Nabire","Kabupaten",1,0,0,0,0
"3007","Kec. Ureifaisei ","Waropen","Nusa Tenggara Timur (NTT)",0.15,0,0,0.67,0
"3008","Kec. Supiori Selatan ","Supiori","Nusa Tenggara Timur (NTT)",0.43,0,0,0.5,0
"3009","Kec. Kepulauan Aruri ","Supiori","Nusa Tenggara Timur (NTT)",0.08,0,0,0,0
"3010","Kec. Mamberamo Tengah ","Memberamo Raya","0",0.92,1,0,0.5,0
"3011","Kec. Mamberamo Ulu (hulu) ","Memberamo Raya","0",1,0,0,0,0
"3012","Kec. Mimika Barat ","Mimika","Kabupaten",1,0,0,1,0
"3013","Kec. Mimika Timur ","Mimika","Kabupaten",0.69,0,1,0,0.17
"3014","Kec. Mimika Baru ","Mimika","Kabupaten",0.11,0.11,0,0.09,0
"3015","Kec. Jair ","Boven Digoel","DT2",0.88,0,0,0,0
"3016","Kec. Edera ","Mappi","Kabupaten",0.92,1,0,1,0
"3017","Kec. Assue ","Mappi","Kabupaten",0,0,0.5,0,0.5
"3018","Kec. Citakmitak ","Mappi","Kabupaten",0.4,0,0,0,0
"3019","Kec. Ilaga kab. Puncak","Kec. Ilaga kab. Puncak","0",0.5,0,0,1,0
"3020","Kec. Nimboran ","Jayapura","Kabupaten",1,1,0,1,0
"3021","Kec. Nimbokrang ","Jayapura","Kabupaten",1,1,1,0,1
"3022","Kec. Sentani ","Jayapura","Kabupaten",0.34,0.4,0.33,0.3,0.43
"3023","Kec. Sentani Timur ","Jayapura","Kabupaten",0,0,0.09,0,0.17
"3024","Kec. Waibu ","Jayapura","Kabupaten",0.86,0.5,0.5,0.67,1
"3025","Kec. Padaido ","Biak Numfor","DT2 Kota, Kabupaten  ",0,0,0,1,0
"3026","Kec. Biak ","Biak Numfor","DT2 Kota, Kabupaten  ",0.65,0.65,0.45,0.8,0.56
"3027","Kec. Samofa ","Biak Numfor","DT2 Kota, Kabupaten  ",0.36,0.5,0.44,0.4,0.33
"3028","Kec. Yendidori ","Biak Numfor","DT2 Kota, Kabupaten  ",0.36,0.5,0.5,0.5,1
"3029","Kec. Oridek ","Biak Numfor","DT2 Kota, Kabupaten  ",0.1,0.11,0,0.14,0
"3030","Kec. Bokondini ","Tolikara","Nusa Tenggara Timur (NTT)",0.67,1,0,1,0
"3031","Kec. Mapia ","Dogiyai","Kabupaten",1,1,0,1,0
"3032","Kec. Tigi ","Deiyai","Kabupaten",0.76,0,0,0,0
"3033","Kec. Abepura ","Jayapura","Kabupaten",0.64,0.25,0.25,0.67,0.25
"3034","Kec. Jayapura Selatan ","Jayapura","Kabupaten",0.11,0.25,0,0.25,0
"3035","Kec. Jayapura Utara ","Jayapura","Kabupaten",0,0,0.11,0,0.25
"3036","Kec. Heram ","Jayapura","Kabupaten",0.15,0.15,0.08,0.29,0.2
"3037","Kec. Oksibil ","Pegunungan Bintang","Nusa Tenggara Timur (NTT)",0.53,1,0,0.5,0
"3038","Kec. Borme ","Pegunungan Bintang","Nusa Tenggara Timur (NTT)",1,0,0,1,0
"3039","Kec. Agats ","Asmat","Nusa Tenggara Timur (NTT)",0,0,0.33,0,0.5
"3040","Kec. Dekai ","Yahukimo","Nusa Tenggara Timur (NTT)",0.11,0.67,0.5,0.17,0.5
"3041","Kec. Yatamo ","Paniai","Nusa Tenggara Timur (NTT)",1,1,0,1,0
"3042","Kec. Aradide ","Paniai","Nusa Tenggara Timur (NTT)",1,1,0,1,0
"3043","Kec. Mulia ","Puncak Jaya","Nusa Tenggara Timur (NTT)",0,0,0.33,0,0.5
"3044","Kec. Makki ","Lanny Jaya","Kabupaten",0.08,0,0,0,0
"3045","Kec. Tiom ","Lanny Jaya","Kabupaten",0.11,0,0,0,0
"3046","Kec. Ilugwa ","Membramo Tengah","0",1,0,0,0,0
"3047","Kec. Welarek ","Yalimo","Nusa Tenggara Timur (NTT)",0.12,0,0,0,0
"3048","Kec. Abenaho ","Yalimo","Nusa Tenggara Timur (NTT)",0.5,1,1,1,1
"3049","Kec. Yapen Timur ","Kepulauan Yapen","Kabupaten",0.6,1,0,1,0
"3050","Kec. Yapen Selatan ","Kepulauan Yapen","Kabupaten",0.5,0.43,0.33,0.4,0.5
"3051","Kec. Yapen Barat ","Kepulauan Yapen","Kabupaten",0.9,0,0,1,0
"3052","Kec. Okaba ","Merauke","Kabupaten",1,1,0,1,0
"3053","Kec. Merauke ","Merauke","Kabupaten",0.4,0.35,0.31,0.42,0.56
"3054","Kec. Jagebob ","Merauke","Kabupaten",0,0,0,1,0
"3055","Kec. Sarmi ","Sarmi","Nusa Tenggara Timur (NTT)",0,0,0.2,0,0.25
"3056","Kec. Arso ","Keerom","Kabupaten",0.03,0.14,0,0,0
"3057","Kec. Skanto ","Keerom","Kabupaten",0.05,0,0.25,0,0.5
"3058","Kec. Arso Timur ","Keerom","Kabupaten",1,0,0,0,0
"3059","Kec. Teras Terunjam ","Muko-muko","0",1,0.67,0,1,0
"3060","Kec. ","Muko-muko","0",0.07,0.12,0,0,0
"3061","Kec. Lubuk Pinang ","Muko-muko","0",0.06,0.33,0,1,0
"3062","Kec. Malin Deman ","Muko-muko","0",0.33,0,0,0,0
"3063","Kec. Penarik ","Muko-muko","0",0.08,0,0,0,0
"3064","Kec. Selagan Raya ","Muko-muko","0",0.17,0,0,0,0
"3065","Kec. Air Dikit ","Muko-muko","0",1,1,0,1,0
"3066","Kec. Air Manjunto ","Muko-muko","0",0.74,0,0.33,1,0.5
"3067","Kec. V Koto ","Muko-muko","0",0.83,0,0.5,1,0.5
"3068","Kec. Kepahiang ","Kepahiang","Bengkulu",0.92,1,1,0.67,0.5
"3069","Kec. Bermani Ilir ","Kepahiang","Bengkulu",0.09,0,0.33,0,0.5
"3070","Kec. Tebat Karai ","Kepahiang","Bengkulu",0.69,1,1,1,1
"3071","Kec. Ujan Mas ","Kepahiang","Bengkulu",0.36,1,1,1,1
"3072","Kec. Muara Kemumu ","Kepahiang","Bengkulu",0.5,0,0,0,0
"3073","Kec. ","Kepahiang","Bengkulu",1,1,1,0,1
"3074","Kec. Merigi ","Kepahiang","Bengkulu",0.26,0.33,0.11,0.5,0.17
"3075","Kec. Talo ","Seluma","Banten",0.5,1,1,1,0.5
"3076","Kec. Seluma ","Seluma","Banten",0.12,0,0.6,0.5,1
"3077","Kec. Sukaraja ","Seluma","Banten",0,0,0.17,0,1
"3078","Kec. Semidang Alas Maras ","Seluma","Banten",0.26,0,0.29,0,0.5
"3079","Kec. Semidang Alas ","Seluma","Banten",0.1,0,0,0,0
"3080","Kec. Ilir Talo ","Seluma","Banten",0.5,1,0,1,0
"3081","Kec. Seluma Selatan ","Seluma","Banten",0.67,0.5,0,0,0
"3082","Kec. Air Periukan ","Seluma","Banten",0,0,0.33,0,0.5
"3083","Kec. Talang Empat ","Bengkulu Tengah","Banten",0.74,0.5,0.33,0.33,0.67
"3084","Kec. Karang Tinggi ","Bengkulu Tengah","Banten",0,0.25,0,0,0
"3085","Kec. Taba Penanjung ","Bengkulu Tengah","Banten",0.42,0.33,0.33,0,1
"3086","Kec. Pagar Jati ","Bengkulu Tengah","Banten",1,0,0.33,0,0.5
"3087","Kec. Pondok Kelapa ","Bengkulu Tengah","Banten",0.02,0,0,0,0
"3088","Kec. Pematang Tiga ","Bengkulu Tengah","Banten",0,0,0.67,0,1
"3089","Kec. Enggano ","Bengkulu Utara","Bengkulu",0.5,0,0,0,0
"3090","Kec. Kerkap ","Bengkulu Utara","Bengkulu",0.91,0.4,0.4,1,1
"3091","Kec. Arga Makmur ","Bengkulu Utara","Bengkulu",0.94,0.6,0.56,0.8,0.83
"3092","Kec. Lais ","Bengkulu Utara","Bengkulu",0.6,0,0.4,1,1
"3093","Kec. Padang Jaya ","Bengkulu Utara","Bengkulu",0.05,0,0,0,0
"3094","Kec. Ketahun ","Bengkulu Utara","Bengkulu",0.13,0,0.25,0,0.17
"3095","Kec. Putri Hijau ","Bengkulu Utara","Bengkulu",0.64,0.67,0.5,0.5,1
"3096","Kec. Air Besi ","Bengkulu Utara","Bengkulu",0.75,1,0,1,0
"3097","Kec. Giri Mulia ","Bengkulu Utara","Bengkulu",1,0,0.4,0,1
"3098","Kec. Hulu Palik ","Bengkulu Utara","Bengkulu",1,0.5,0,1,0
"3099","Kec. Arma Jaya ","Bengkulu Utara","Bengkulu",0.17,0,0,0,0
"3100","Kec. Ulok Kupai ","Bengkulu Utara","Bengkulu",0.67,1,1,1,1
"3101","Kec. Selebar ","Bengkulu","Bengkulu",0.53,0.86,0.5,0.25,0.14
"3102","Kec. Gading Cempaka ","Bengkulu","Bengkulu",0.2,0.62,0.4,0,0.25
"3103","Kec. Teluk Segara ","Bengkulu","Bengkulu",0.38,0.2,0.5,1,1
"3104","Kec. Muara Bangkahulu ","Bengkulu","Bengkulu",0.78,0.62,0.25,0.67,0.25
"3105","Kec. Ratu Agung ","Bengkulu","Bengkulu",0.21,0,0.2,0.17,0.17
"3106","Kec. Ratu Samban ","Bengkulu","Bengkulu",0.37,0.67,0.62,0.33,0.83
"3107","Kec. Singaran Pati ","Bengkulu","Bengkulu",0.69,1,1,0.5,0.25
"3108","Kec. Lebong Utara ","Lebong","Bengkulu",0.38,0,0.25,0,0.5
"3109","Kec. Lebong Atas ","Lebong","Bengkulu",0,0,0.25,0,1
"3110","Kec. Lebong Sakti ","Lebong","Bengkulu",0.35,0.4,0.25,0.25,0.25
"3111","Kec. Amen ","Lebong","Bengkulu",0,1,1,0,0.5
"3112","Kec. Kaur Selatan ","Kaur","Bengkulu",0.97,0.3,0.3,0.75,0.43
"3113","Kec. Kaur Tengah ","Kaur","Bengkulu",0.5,0.4,0.25,0,1
"3114","Kec. Kaur Utara ","Kaur","Bengkulu",0.19,0.67,0.67,0.5,1
"3115","Kec. Kinal ","Kaur","Bengkulu",0.71,1,0,1,0
"3116","Kec. Luas ","Kaur","Bengkulu",0.38,0,0,0.5,0
"3117","Kec. Muara Sahung ","Kaur","Bengkulu",0.67,1,1,0,1
"3118","Kec. Lungkang Kule ","Kaur","Bengkulu",1,0.5,0.33,1,0.5
"3119","Kec. ","Rejang Lebong","Bengkulu",0.15,0.33,0,0,0
"3120","Kec. Padang Ulang Tanding ","Rejang Lebong","Bengkulu",0.17,1,0,1,0
"3121","Kec. Curup ","Rejang Lebong","Bengkulu",0.21,0.25,0.25,0.25,0.29
"3122","Kec. Sindang Kelingi ","Rejang Lebong","Bengkulu",0.55,0,0,0,0
"3123","Kec. Bermani Ulu ","Rejang Lebong","Bengkulu",0.43,0.22,0.12,0.12,0.33
"3124","Kec. Selupu Rejang ","Rejang Lebong","Bengkulu",0.45,0.67,0.5,0,0.5
"3125","Kec. Bindu Riang ","Rejang Lebong","Bengkulu",0.33,0.33,0.33,1,0.5
"3126","Kec. Sindang Beliti Ulu ","Rejang Lebong","Bengkulu",0.2,0,0.5,0,1
"3127","Kec. Sindang Dataran ","Rejang Lebong","Bengkulu",0.43,0,0,0,0
"3128","Kec. Curup Selatan ","Rejang Lebong","Bengkulu",0.36,0,0,1,0
"3129","Kec. Curup Tengah ","Rejang Lebong","Bengkulu",0.44,0.67,0.67,0.5,0.5
"3130","Kec. Curup Utara ","Rejang Lebong","Bengkulu",0.84,1,1,0,1
"3131","Kec. Curup Timur ","Rejang Lebong","Bengkulu",0.91,1,1,0,0.5
"3132","Kec. Pino ","Bengkulu Selatan","Bengkulu",0.41,0.5,0,0,0
"3133","Kec. ","Bengkulu Selatan","Bengkulu",0.61,0.75,0.6,0.75,0.43
"3134","Kec. Pinoraya ","Bengkulu Selatan","Bengkulu",0.24,1,0,0,0
"3135","Kec. Kedurang ","Bengkulu Selatan","Bengkulu",0.72,1,1,1,0.5
"3136","Kec. Pasar Manna ","Bengkulu Selatan","Bengkulu",0.26,0.33,0,0.2,0
"3137","Kec. Ternate Selatan ","Ternate","Lampung",0.52,0.36,0,0.57,0
"3138","Kec. Ternate Utara ","Ternate","Lampung",0.28,0.25,0.2,0.2,0.3
"3139","Kec. Ternate Tengah ","Ternate","Lampung",0.41,0.17,0.09,0,0.17
"3140","Kec. Ternate Barat ","Ternate","Lampung",0,0.5,0,0,0
"3141","Kec. Tidore Selatan ","Tidore Kepulauan","Lampung",0.27,0.33,0.33,1,0.5
"3142","Kec. Tidore Utara ","Tidore Kepulauan","Lampung",0.52,0.75,0,1,0
"3143","Kec. Oba ","Tidore Kepulauan","Lampung",0,0,0,0.33,0
"3144","Kec. Oba Utara ","Tidore Kepulauan","Lampung",0.61,0.55,0,0.33,0
"3145","Kec. Oba Selatan ","Tidore Kepulauan","Lampung",0.11,0.5,0,0,0
"3146","Kec. Tidore ","Tidore Kepulauan","Lampung",0.08,0.25,0,0,0
"3147","Kec. Tidore Timur ","Tidore Kepulauan","Lampung",0.14,0,0.33,0,0.5
"3148","Kec. Tobelo ","halmahera Utara","0",0.47,0.89,0.75,0.4,0.33
"3149","Kec. Tobelo Selatan ","halmahera Utara","0",0.78,0.5,0.67,0.5,1
"3150","Kec. Kao ","halmahera Utara","0",0.56,1,0,1,0
"3151","Kec. Galela ","halmahera Utara","0",0.52,1,0,0,0
"3152","Kec. Kao Utara ","halmahera Utara","0",0.61,0.33,0,1,0
"3153","Kec. Bacan Timur ","Halmahera Selatan","Lampung",0.41,0.8,0,0.25,0
"3154","Kec. Bacan ","Halmahera Selatan","Lampung",0,0,0.11,0,0.5
"3155","Kec. Obi ","Halmahera Selatan","Lampung",0,0,0,0.33,0
"3156","Kec. Pulau Makian ","Halmahera Selatan","Lampung",0.39,0.17,0.17,0.25,0.5
"3157","Kec. Bacan Selatan ","Halmahera Selatan","Lampung",0.3,0.5,0,1,0
"3158","Kec. Bacan Timur Selatan ","Halmahera Selatan","Lampung",0.59,0.64,0,0.6,0
"3159","Kec. Gane Barat Selatan ","Halmahera Selatan","Lampung",0.18,0.6,0,0.5,0
"3160","Kec. Gane Barat Utara ","Halmahera Selatan","Lampung",0.6,1,0,0.5,0
"3161","Kec. Taliabu Barat ","Pulau Taliabu","Lampung",0.38,0.5,0,0.5,0
"3162","Kec. Taliabu Barat Laut ","Pulau Taliabu","Lampung",1,1,0,1,0
"3163","Kec. Taliabu Utara ","Pulau Taliabu","Lampung",0.19,0.25,0,0,0
"3164","Kec. Taliabu Timur ","Pulau Taliabu","Lampung",0,1,0,0,0
"3165","Kec. Taliabu Timur Selatan ","Pulau Taliabu","Lampung",0,0.5,0,0.5,0
"3166","Kec. Taliabu Selatan ","Pulau Taliabu","Lampung",0,0.25,0,0,0
"3167","Kec. Weda ","Halmahera Tengah","Lampung",0.03,0,0,0,0
"3168","Kec. Pulau Gebe ","Halmahera Tengah","Lampung",0.58,1,0,1,0
"3169","Kec. Patani ","Halmahera Tengah","Lampung",0.33,0.38,0,0.33,0
"3170","Kec. Weda Utara ","Halmahera Tengah","Lampung",0.78,0.5,0,0,0
"3171","Kec. Weda Selatan ","Halmahera Tengah","Lampung",0.88,0.25,0,0,0
"3172","Kec. Patani Utara ","Halmahera Tengah","Lampung",0.95,0.5,0,0.5,0
"3173","Kec. Weda Timur ","Halmahera Tengah","Lampung",0.17,0,0,0,0
"3174","Kec. Patani Timur ","Halmahera Tengah","Lampung",1,0,0,0,0
"3175","Kec. Sahu ","Halmahera Barat","Lampung",0,0.14,0,0.25,0
"3176","Kec. Ibu ","Halmahera Barat","Lampung",0,0,0.07,0,0.12
"3177","Kec. Loloda ","Halmahera Barat","Lampung",1,1,0,1,0
"3178","Kec. Jailolo Selatan ","Halmahera Barat","Lampung",0,0,0.17,0,0.5
"3179","Kec. Jailolo ","Halmahera Barat","Lampung",0.58,0.33,0.33,0.5,1
"3180","Kec. Wasile Selatan ","Halmahera Timur","Lampung",0.73,0.5,0,1,0
"3181","Kec. Wasile ","Halmahera Timur","Lampung",0,0.5,0,0,0
"3182","Kec. Maba ","Halmahera Timur","Lampung",0.43,0,0,1,0
"3183","Kec. Wasile Utara ","Halmahera Timur","Lampung",0.08,0.33,0,0,0
"3184","Kec. Wasile Timur ","Halmahera Timur","Lampung",0,0.33,0,0,0
"3185","Kec. Maba Tengah ","Halmahera Timur","Lampung",0.86,0.33,0,1,0
"3186","Kec. Maba Utara ","Halmahera Timur","Lampung",0.67,0.33,0,1,0
"3187","Kec. ","Halmahera Timur","Lampung",0.59,0.29,0,0,0
"3188","Kec. Sanana ","Kepulauan Sula","Lampung",0.34,0.29,0.29,0,1
"3189","Kec. Sula Besi Barat ","Kepulauan Sula","Lampung",0.5,0,0,0,0
"3190","Kec. Sula Besi Timur ","Kepulauan Sula","Lampung",0.33,0,0,1,0
"3191","Kec. Mangoli Utara ","Kepulauan Sula","Lampung",0.57,1,0,0.4,0
"3192","Kec. Morotai Selatan Barat ","Kepulauan Morotai","0",0.14,0,0.2,0,0.5
"3193","Kec. Morotai Selatan ","Kepulauan Morotai","0",0.11,0.15,0,0,0
"3194","Kec. Morotai Utara ","Kepulauan Morotai","0",0.53,1,0,1,0
"3195","Kec. Sumur ","Pandeglang","Banten",0.79,0.5,0,1,0
"3196","Kec. Cibaliung ","Pandeglang","Banten",0,0,0.33,0,0.5
"3197","Kec. Picung ","Pandeglang","Banten",0,0.33,0,0.5,0
"3198","Kec. Bojong ","Pandeglang","Banten",1,0,0,1,0
"3199","Kec. Labuan ","Pandeglang","Banten",0.07,0,0.2,0,0.5
"3200","Kec. Cimanuk ","Pandeglang","Banten",0.25,0,0,0.5,0
"3201","Kec. Cadasari ","Pandeglang","Banten",0.1,1,0,0,0
"3202","Kec. Karang Tanjung ","Pandeglang","Banten",0,0,0.2,0,0.25
"3203","Kec. Kaduhejo ","Pandeglang","Banten",0,0,0.17,0,0.5
"3204","Kec. Cikedal ","Pandeglang","Banten",0.17,0.33,0.33,0,0.25
"3205","Kec. Cisata ","Pandeglang","Banten",0,0,0.25,0,0.5
"3206","Kec. Carita ","Pandeglang","Banten",0,0,0.25,0,0.5
"3207","Kec. Sindangresmi ","Pandeglang","Banten",0,0,0,1,0
"3208","Kec. Pulosari ","Pandeglang","Banten",0,0,0.5,0,0.5
