"","Kecamatan","Kab.Kota","Provinsi","Kelas.RusakPerc","Lab.RusakPerc","UKS.RusakPerc","Perpus.RusakPerc","Toilet.RusakPerc"
"1809","Kec. Golewa Barat ","Ngada","Nusa Tenggara Barat (NTB)",0,0,0,0,0
"1810","Kec. Riung ","Ngada","Nusa Tenggara Barat (NTB)",0,0,0,0,0
"1811","Kec. Riung Barat ","Ngada","Nusa Tenggara Barat (NTB)",0,0,0,0,0
"1812","Kec. Jerebuu ","Ngada","Nusa Tenggara Barat (NTB)",0,0,0,0,0
"1813","Kec. Riung Selatan (Wolomeze) ","Ngada","Nusa Tenggara Barat (NTB)",0,0,0,0,0
"1814","Kec. Inerie ","Ngada","Nusa Tenggara Barat (NTB)",0,0,0,0,0
"1815","Kec. Golewa Selatan ","Ngada","Nusa Tenggara Barat (NTB)",0,0,0,0,0
"1816","Kec. Paga ","Sikka","Nusa Tenggara Barat (NTB)",0,0,0,0,0
"1817","Kec. Bola ","Sikka","Nusa Tenggara Barat (NTB)",0,0,0,0,0
"1818","Kec. Talibura ","Sikka","Nusa Tenggara Barat (NTB)",0,0,0,0,0
"1819","Kec. Kewapante ","Sikka","Nusa Tenggara Barat (NTB)",0,0,0,0,0
"1820","Kec. Nita ","Sikka","Nusa Tenggara Barat (NTB)",0,0,0,0,0
"1821","Kec. Waigete ","Sikka","Nusa Tenggara Barat (NTB)",0,0,0,0,0
"1822","Kec. Waiblama ","Sikka","Nusa Tenggara Barat (NTB)",0,0,0,0,0
"1823","Kec. Hewokloang ","Sikka","Nusa Tenggara Barat (NTB)",0,0,0,0,0
"1824","Kec. Kangae ","Sikka","Nusa Tenggara Barat (NTB)",0,0,0,0,0
"1825","Kec. Detusoko ","Ende","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1826","Kec. Lio Timur ","Ende","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1827","Kec. Ende Timur ","Ende","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1828","Kec. Miomafo Timur ","Timor Tengah Utara","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1829","Kec. Insana ","Timor Tengah Utara","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1830","Kec. Biboki Utara ","Timor Tengah Utara","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1831","Kec. Noemuti ","Timor Tengah Utara","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1832","Kec. Insana Utara ","Timor Tengah Utara","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1833","Kec. Noemuti Timur ","Timor Tengah Utara","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1834","Kec. Mutis ","Timor Tengah Utara","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1835","Kec. Bikomi Utara ","Timor Tengah Utara","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1836","Kec. Insana Barat ","Timor Tengah Utara","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1837","Kec. Insana Tengah ","Timor Tengah Utara","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1838","Kec. Tasifeto Timur ","Belu","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1839","Kec. Lamakmen ","Belu","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1840","Kec. Kakuluk Mesak ","Belu","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1841","Kec. Rai Manuk ","Belu","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1842","Kec. Atambua Selatan ","Belu","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1843","Kec. Nangaroro ","Nagakeo","0",0,0,0,0,0
"1844","Kec. Wolowae ","Nagakeo","0",0,0,0,0,0
"1845","Kec. Kodi ","Sumba Barat Daya","Nusa Tenggara Barat (NTB)",0,0,0,0,0
"1846","Kec. Loura ","Sumba Barat Daya","Nusa Tenggara Barat (NTB)",0,0,0,0,0
"1847","Kec. Wewewa Selatan ","Sumba Barat Daya","Nusa Tenggara Barat (NTB)",0,0,0,0,0
"1848","Kec. ","Sumba Barat Daya","Nusa Tenggara Barat (NTB)",0,0,0,0,0
"1849","Kec. Ruteng ","Manggarai","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1850","Kec. Lelak ","Manggarai","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1851","Kec. Reok Barat ","Manggarai","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1852","Kec. Cibal Barat ","Manggarai","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1853","Kec. Paberiwai ","Sumba Timur","Nusa Tenggara Barat (NTB)",0,0,0,0,0
"1854","Kec. Rindi ","Sumba Timur","Nusa Tenggara Barat (NTB)",0,0,0,0,0
"1855","Kec. Pandawai ","Sumba Timur","Nusa Tenggara Barat (NTB)",0,0,0,0,0
"1856","Kec. Haharu ","Sumba Timur","Nusa Tenggara Barat (NTB)",0,0,0,0,0
"1857","Kec. Nggaha Ori Angu ","Sumba Timur","Nusa Tenggara Barat (NTB)",0,0,0,0,0
"1858","Kec. Umalulu ","Sumba Timur","Nusa Tenggara Barat (NTB)",0,0,0,0,0
"1859","Kec. Wulla Waijelu ","Sumba Timur","Nusa Tenggara Barat (NTB)",0,0,0,0,0
"1860","Kec. Kanatang ","Sumba Timur","Nusa Tenggara Barat (NTB)",0,0,0,0,0
"1861","Kec. Wanokaka ","Sumba Barat","Nusa Tenggara Barat (NTB)",0,0,0,0,0
"1862","Kec. Lamboya ","Sumba Barat","Nusa Tenggara Barat (NTB)",0,0,0,0,0
"1863","Kec. Kurulu ","Jaya Wijaya","0",0,0,0,0,0
"1864","Kec. Bolakme ","Jaya Wijaya","0",0,0,0,0,0
"1865","Kec. Muliama ","Jaya Wijaya","0",0,0,0,0,0
"1866","Kec. Wanggar ","Nabire","Kabupaten",0,0,0,0,0
"1867","Kec. Napan ","Nabire","Kabupaten",0,0,0,0,0
"1868","Kec. Makimi ","Nabire","Kabupaten",0,0,0,0,0
"1869","Kec. Supiori Timur ","Supiori","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1870","Kec. Supiori Barat ","Supiori","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1871","Kec. Supiori Utara ","Supiori","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1872","Kec. Waropen Atas ","Memberamo Raya","0",0,0,0,0,0
"1873","Kec. Mamberamo Ilir (hilir) ","Memberamo Raya","0",0,0,0,0,0
"1874","Kec. Benuki ","Memberamo Raya","0",0,0,0,0,0
"1875","Kec. Kenyam ","Nduga","Kabupaten",0,0,0,0,0
"1876","Kec. Mbuwa ","Nduga","Kabupaten",0,0,0,0,0
"1877","Kec. Wania ","Mimika","Kabupaten",0,0,0,0,0
"1878","Kec. Mindiptana ","Boven Digoel","DT2",0,0,0,0,0
"1879","Kec. Mandobo ","Boven Digoel","DT2",0,0,0,0,0
"1880","Kec. Kouh ","Boven Digoel","DT2",0,0,0,0,0
"1881","Kec. Yaniruma ","Boven Digoel","DT2",0,0,0,0,0
"1882","Kec. Obaa ","Mappi","Kabupaten",0,0,0,0,0
"1883","Kec. Sinak kab. Puncak","Kec. Sinak kab. Puncak","0",0,0,0,0,0
"1884","Kec. Beoga kab. Puncak","Kec. Beoga kab. Puncak","0",0,0,0,0,0
"1885","Kec. Kaureh ","Jayapura","Kabupaten",0,0,0,0,0
"1886","Kec. Kemtuk Gresi ","Jayapura","Kabupaten",0,0,0,0,0
"1887","Kec. Demta ","Jayapura","Kabupaten",0,0,0,0,0
"1888","Kec. Yapsi ","Jayapura","Kabupaten",0,0,0,0,0
"1889","Kec. Numfor Barat ","Biak Numfor","DT2 Kota, Kabupaten  ",0,0,0,0,0
"1890","Kec. Biak Utara ","Biak Numfor","DT2 Kota, Kabupaten  ",0,0,0,0,0
"1891","Kec. Warsa ","Biak Numfor","DT2 Kota, Kabupaten  ",0,0,0,0,0
"1892","Kec. Biak Barat ","Biak Numfor","DT2 Kota, Kabupaten  ",0,0,0,0,0
"1893","Kec. Swandiwe ","Biak Numfor","DT2 Kota, Kabupaten  ",0,0,0,0,0
"1894","Kec. Bruyandori ","Biak Numfor","DT2 Kota, Kabupaten  ",0,0,0,0,0
"1895","Kec. Kanggime ","Tolikara","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1896","Kec. Kembu ","Tolikara","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1897","Kec. Kamu ","Dogiyai","Kabupaten",0,0,0,0,0
"1898","Kec. Tigi Barat ","Deiyai","Kabupaten",0,0,0,0,0
"1899","Kec. Sugapa ","Intan Jaya","Kabupaten",0,0,0,0,0
"1900","Kec. Muara Tami ","Jayapura","Kabupaten",0,0,0,0,0
"1901","Kec. Okbibab ","Pegunungan Bintang","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1902","Kec. Kiwirok ","Pegunungan Bintang","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1903","Kec. Atsy ","Asmat","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1904","Kec. Kurima ","Yahukimo","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1905","Kec. Anggruk ","Yahukimo","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1906","Kec. Paniai Timur ","Paniai","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1907","Kec. Bibida ","Paniai","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1908","Kec. Paniai Barat ","Paniai","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1909","Kec. Kebo ","Paniai","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1910","Kec. Fawi ","Puncak Jaya","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1911","Kec. Ilu ","Puncak Jaya","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1912","Kec. Pirime ","Lanny Jaya","Kabupaten",0,0,0,0,0
"1913","Kec. Balingga ","Lanny Jaya","Kabupaten",0,0,0,0,0
"1914","Kec. Tiomneri ","Lanny Jaya","Kabupaten",0,0,0,0,0
"1915","Kec. Kobakma ","Membramo Tengah","0",0,0,0,0,0
"1916","Kec. Kelila ","Membramo Tengah","0",0,0,0,0,0
"1917","Kec. Eragayam ","Membramo Tengah","0",0,0,0,0,0
"1918","Kec. Apalapsili ","Yalimo","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1919","Kec. Elelim ","Yalimo","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1920","Kec. Poom ","Kepulauan Yapen","Kabupaten",0,0,0,0,0
"1921","Kec. Kimaam ","Merauke","Kabupaten",0,0,0,0,0
"1922","Kec. Kurik ","Merauke","Kabupaten",0,0,0,0,0
"1923","Kec. Muting ","Merauke","Kabupaten",0,0,0,0,0
"1924","Kec. Semangga ","Merauke","Kabupaten",0,0,0,0,0
"1925","Kec. Tanah Miring ","Merauke","Kabupaten",0,0,0,0,0
"1926","Kec. Pantai Timur ","Sarmi","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1927","Kec. Bonggo Timur ","Sarmi","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1928","Kec. Waris ","Keerom","Kabupaten",0,0,0,0,0
"1929","Kec. Arso Barat ","Keerom","Kabupaten",0,0,0,0,0
"1930","Kec. Pondok Suguh ","Muko-muko","0",0,0,0,0,0
"1931","Kec. Air Rami ","Muko-muko","0",0,0,0,0,0
"1932","Kec. Sungai Rumbai ","Muko-muko","0",0,0,0,0,0
"1933","Kec. Teramang Jaya ","Muko-muko","0",0,0,0,0,0
"1934","Kec. XIV Koto ","Muko-muko","0",0,0,0,0,0
"1935","Kec. Pondok Kubang ","Bengkulu Tengah","Banten",0,0,0,0,0
"1936","Kec. Air Padang ","Bengkulu Utara","Bengkulu",0,0,0,0,0
"1937","Kecamatan Marga Sakti Sebelat ","Bengkulu Utara","Bengkulu",0,0,0,0,0
"1938","Kecamatan Pinang Raya ","Bengkulu Utara","Bengkulu",0,0,0,0,0
"1939","Kec. Kampung Melayu ","Bengkulu","Bengkulu",0,0,0,0,0
"1940","Kec. Lebong Selatan ","Lebong","Bengkulu",0,0,0,0,0
"1941","Kec. Topos ","Lebong","Bengkulu",0,0,0,0,0
"1942","Kec. Pinang Belapis ","Lebong","Bengkulu",0,0,0,0,0
"1943","Kec. Nasal ","Kaur","Bengkulu",0,0,0,0,0
"1944","Kec. Sindang Beliti Ilir ","Rejang Lebong","Bengkulu",0,0,0,0,0
"1945","Kec. Ulu Manna ","Bengkulu Selatan","Bengkulu",0,0,0,0,0
"1946","Kec. Moti ","Ternate","Lampung",0,0,0,0,0
"1947","Kec. Pulau Batang Dua ","Ternate","Lampung",0,0,0,0,0
"1948","Kec. Pulau Hiri ","Ternate","Lampung",0,0,0,0,0
"1949","Kec. Oba Tengah ","Tidore Kepulauan","Lampung",0,0,0,0,0
"1950","Kec. Malifut ","halmahera Utara","0",0,0,0,0,0
"1951","Kec. Tobelo Utara ","halmahera Utara","0",0,0,0,0,0
"1952","Kec. Tobelo Tengah ","halmahera Utara","0",0,0,0,0,0
"1953","Kec. Tobelo Barat ","halmahera Utara","0",0,0,0,0,0
"1954","Kec. Galela Barat ","halmahera Utara","0",0,0,0,0,0
"1955","Kec. Galela Utara ","halmahera Utara","0",0,0,0,0,0
"1956","Kec. Loloda Kepulauan ","halmahera Utara","0",0,0,0,0,0
"1957","Kec. Kao Barat ","halmahera Utara","0",0,0,0,0,0
"1958","Kec. Bacan Barat ","Halmahera Selatan","Lampung",0,0,0,0,0
"1959","Kec. Gane Barat ","Halmahera Selatan","Lampung",0,0,0,0,0
"1960","Kec. Gane Timur ","Halmahera Selatan","Lampung",0,0,0,0,0
"1961","Kec. Kayoa ","Halmahera Selatan","Lampung",0,0,0,0,0
"1962","Kec. Obi Selatan ","Halmahera Selatan","Lampung",0,0,0,0,0
"1963","Kec. Obi Barat ","Halmahera Selatan","Lampung",0,0,0,0,0
"1964","Kec. Obi Timur ","Halmahera Selatan","Lampung",0,0,0,0,0
"1965","Kec. Obi Utara ","Halmahera Selatan","Lampung",0,0,0,0,0
"1966","Kec. Mandioli Selatan ","Halmahera Selatan","Lampung",0,0,0,0,0
"1967","Kec. Mandioli Utara ","Halmahera Selatan","Lampung",0,0,0,0,0
"1968","Kec. Kepulauan Botang Lomang ","Halmahera Selatan","Lampung",0,0,0,0,0
"1969","Kec. Bacan Timur Tengah ","Halmahera Selatan","Lampung",0,0,0,0,0
"1970","Kec. Kasiruta Barat ","Halmahera Selatan","Lampung",0,0,0,0,0
"1971","Kec. Kayoa Barat ","Halmahera Selatan","Lampung",0,0,0,0,0
"1972","Kec. Kayoa Selatan ","Halmahera Selatan","Lampung",0,0,0,0,0
"1973","Kec. Kayoa Utara ","Halmahera Selatan","Lampung",0,0,0,0,0
"1974","Kec. Makian Barat ","Halmahera Selatan","Lampung",0,0,0,0,0
"1975","Kec. Kepulauan Joronga ","Halmahera Selatan","Lampung",0,0,0,0,0
"1976","Kec. Gane Timur Tengah ","Halmahera Selatan","Lampung",0,0,0,0,0
"1977","Kec. Lede ","Pulau Taliabu","Lampung",0,0,0,0,0
"1978","Kec. Sahu Timur ","Halmahera Barat","Lampung",0,0,0,0,0
"1979","Kec. Ibu Selatan ","Halmahera Barat","Lampung",0,0,0,0,0
"1980","Kec. Jailolo Timur ","Halmahera Barat","Lampung",0,0,0,0,0
"1981","Kec. Maba Selatan ","Halmahera Timur","Lampung",0,0,0,0,0
"1982","Kec. Wasile Tengah ","Halmahera Timur","Lampung",0,0,0,0,0
"1983","Kec. Mangoli Timur ","Kepulauan Sula","Lampung",0,0,0,0,0
"1984","Kec. Mangoli Barat ","Kepulauan Sula","Lampung",0,0,0,0,0
"1985","Kec. Sula Besi Tengah ","Kepulauan Sula","Lampung",0,0,0,0,0
"1986","Kec. Mangoli Tengah ","Kepulauan Sula","Lampung",0,0,0,0,0
"1987","Kec. Sula Besi Selatan ","Kepulauan Sula","Lampung",0,0,0,0,0
"1988","Kec. Morotai Jaya ","Kepulauan Morotai","0",0,0,0,0,0
"1989","Kec. Morotai Timur ","Kepulauan Morotai","0",0,0,0,0,0
"1990","Kec. Cikeusik ","Pandeglang","Banten",0,0,0,0,0
"1991","Kec. Cigeulis ","Pandeglang","Banten",0,0,0,0,0
"1992","Kec. Panimbang ","Pandeglang","Banten",0,0,0,0,0
"1993","Kec. Munjul ","Pandeglang","Banten",0,0,0,0,0
"1994","Kec. Pagelaran ","Pandeglang","Banten",0,0,0,0,0
"1995","Kec. Menes ","Pandeglang","Banten",0,0,0,0,0
"1996","Kec. Banjar ","Pandeglang","Banten",0,0,0,0,0
"1997","Kec. Pandeglang ","Pandeglang","Banten",0,0,0,0,0
"1998","Kec. Sukaresmi ","Pandeglang","Banten",0,0,0,0,0
"1999","Kec. Sobang ","Pandeglang","Banten",0,0,0,0,0
"2000","Kec. Legok ","Tangerang","Banten",0,0,0,0,0
"2001","Kec. Jambe ","Tangerang","Banten",0,0,0,0,0
"2002","Kec. Sukamulya ","Tangerang","Banten",0,0,0,0,0
"2003","Kec. Sepatan Timur ","Tangerang","Banten",0,0,0,0,0
"2004","Kec. Mekar Baru ","Tangerang","Banten",0,0,0,0,0
"2005","Kec. Ciomas ","Serang","Banten",0,0,0,0,0
"2006","Kec. Pabuaran ","Serang","Banten",0,0,0,0,0
"2007","Kec. Cikeusal ","Serang","Banten",0,0,0,0,0
"2008","Kec. Bojonegara ","Serang","Banten",0,0,0,0,0
"2009","Kec. Tunjung Teja ","Serang","Banten",0,0,0,0,0
"2010","Kec. Pulo Ampel ","Serang","Banten",0,0,0,0,0
"2011","Kec. Bandung ","Serang","Banten",0,0,0,0,0
"2012","Kec. Lebak Wangi ","Serang","Banten",0,0,0,0,0
"2013","Kec. Grogol ","Cilegon","Banten",0,0,0,0,0
"2014","Kec. Benda ","Tangerang","Banten",0,0,0,0,0
"2015","Kec. Larangan ","Tangerang","Banten",0,0,0,0,0
"2016","Kec. Cibodas ","Tangerang","Banten",0,0,0,0,0
"2017","Kec. Taktakan ","Serang","Banten",0,0,0,0,0
"2018","Kec. Serpong Utara ","Tangerang Selatan","Banten",0,0,0,0,0
"2019","Kec. Cijaku ","Lebak","Banten",0,0,0,0,0
"2020","Kec. Banjarsari ","Lebak","Banten",0,0,0,0,0
"2021","Kec. Leuwidamar ","Lebak","Banten",0,0,0,0,0
"2022","Kec. Muncang ","Lebak","Banten",0,0,0,0,0
"2023","Kec. Warunggunung ","Lebak","Banten",0,0,0,0,0
"2024","Kec. Maja ","Lebak","Banten",0,0,0,0,0
"2025","Kec. Curug bitung ","Lebak","Banten",0,0,0,0,0
"2026","Kec. Sobang ","Lebak","Banten",0,0,0,0,0
"2027","Kec. Wanasalam ","Lebak","Banten",0,0,0,0,0
"2028","Kec. Cihara ","Lebak","Banten",0,0,0,0,0
"2029","Kec. Lebakgedong ","Lebak","Banten",0,0,0,0,0
"2030","Kec. Kalanganyar ","Lebak","Banten",0,0,0,0,0
"2031","Kec. Kelapa ","Bangka Barat","Bangka Belitung",0,0,0,0,0
"2032","Kec. Muntok ","Bangka Barat","Bangka Belitung",0,0,0,0,0
"2033","Kec. Jebus ","Bangka Barat","Bangka Belitung",0,0,0,0,0
"2034","Kec. Simpang Rimba ","Bangka Selatan","Bangka Belitung",0,0,0,0,0
"2035","Kec. Lepar ","Bangka Selatan","Bangka Belitung",0,0,0,0,0
"2036","Kec. Pulau Besar ","Bangka Selatan","Bangka Belitung",0,0,0,0,0
"2037","Kec. Kep. Pongok ","Bangka Selatan","Bangka Belitung",0,0,0,0,0
"2038","Kec. Gantung ","Belitung Timur","Bangka Belitung",0,0,0,0,0
"2039","Kec. Kelapa Kampit ","Belitung Timur","Bangka Belitung",0,0,0,0,0
"2040","Kec. Simpang Pesak ","Belitung Timur","Bangka Belitung",0,0,0,0,0
"2041","Kec. Bukit Intan ","Pangkalpinang","0",0,0,0,0,0
"2042","Kec. Mendo Barat ","Bangka","Bangka Belitung",0,0,0,0,0
"2043","Kec. Belinyu ","Bangka","Bangka Belitung",0,0,0,0,0
"2044","Kec. Riau Silip ","Bangka","Bangka Belitung",0,0,0,0,0
"2045","Kec. Membalong ","Belitung","Bangka Belitung",0,0,0,0,0
"2046","Kec. Lubuk Besar ","Bangka Tengah","Bangka Belitung",0,0,0,0,0
"2047","Kec. Namang ","Bangka Tengah","Bangka Belitung",0,0,0,0,0
"2048","Kec. Atinggola ","Gorontalo Utara","Gorontalo",0,0,0,0,0
"2049","Kec. Gentuma Raya ","Gorontalo Utara","Gorontalo",0,0,0,0,0
"2050","Kec. Ponelo Kepulauan ","Gorontalo Utara","Gorontalo",0,0,0,0,0
"2051","Kec. Biau ","Gorontalo Utara","Gorontalo",0,0,0,0,0
"2052","Kec. Sumalata Timur ","Gorontalo Utara","Gorontalo",0,0,0,0,0
"2053","Kec. ","Gorontalo","Gorontalo",0,0,0,0,0
"2054","Kec. ","Gorontalo","Gorontalo",0,0,0,0,0
"2055","Kec. ","Gorontalo","Gorontalo",0,0,0,0,0
"2056","Kec. Sipatana ","Gorontalo","Gorontalo",0,0,0,0,0
"2057","Kec. Wonosari ","Boalemo","DKI Jakarta",0,0,0,0,0
"2058","Kec. Botumoito ","Boalemo","DKI Jakarta",0,0,0,0,0
"2059","Kec. Batudaa ","Gorontalo","Gorontalo",0,0,0,0,0
"2060","Kec. Boliyohuto ","Gorontalo","Gorontalo",0,0,0,0,0
"2061","Kec. Telaga ","Gorontalo","Gorontalo",0,0,0,0,0
"2062","Kec. Bongomeme ","Gorontalo","Gorontalo",0,0,0,0,0
"2063","Kec. Mootilango ","Gorontalo","Gorontalo",0,0,0,0,0
"2064","Kec. Telaga Biru ","Gorontalo","Gorontalo",0,0,0,0,0
"2065","Kec. Limboto Barat ","Gorontalo","Gorontalo",0,0,0,0,0
"2066","Kec. Biluhu ","Gorontalo","Gorontalo",0,0,0,0,0
"2067","Kec. Tilango ","Gorontalo","Gorontalo",0,0,0,0,0
"2068","Kec. Bilato ","Gorontalo","Gorontalo",0,0,0,0,0
"2069","Kec. Popayato ","Pohuwato","DKI Jakarta",0,0,0,0,0
"2070","Kec. Paguat ","Pohuwato","DKI Jakarta",0,0,0,0,0
"2071","Kec. Popayato Barat ","Pohuwato","DKI Jakarta",0,0,0,0,0
"2072","Kec. Wanggarasi ","Pohuwato","DKI Jakarta",0,0,0,0,0
"2073","Kec. Buntulia ","Pohuwato","DKI Jakarta",0,0,0,0,0
"2074","Kec. ","Bone Bolango","Gorontalo",0,0,0,0,0
"2075","Kec. Bonepantai ","Bone Bolango","Gorontalo",0,0,0,0,0
"2076","Kec. Bone ","Bone Bolango","Gorontalo",0,0,0,0,0
"2077","Kec. Bulango Ulu ","Bone Bolango","Gorontalo",0,0,0,0,0
"2078","Kec. Suwawa Timur ","Bone Bolango","Gorontalo",0,0,0,0,0
"2079","Kec. Pinogu ","Bone Bolango","Gorontalo",0,0,0,0,0
"2080","Kec. Tambelan ","Bintan","Kalimantan Tengah",0,0,0,0,0
"2081","Kec. Teluk Sebong ","Bintan","Kalimantan Tengah",0,0,0,0,0
"2082","Kec. Mantang ","Bintan","Kalimantan Tengah",0,0,0,0,0
"2083","Kec. Bintan Pesisir ","Bintan","Kalimantan Tengah",0,0,0,0,0
"2084","Kec. Bintan Timur ","Bintan","Kalimantan Tengah",0,0,0,0,0
"2085","Kec. Moro ","Karimun","Kalimantan Tengah",0,0,0,0,0
"2086","Kec. Tebing ","Karimun","Kalimantan Tengah",0,0,0,0,0
"2087","Kec. Kundur Barat ","Karimun","Kalimantan Tengah",0,0,0,0,0
"2088","Kec. Durai ","Karimun","Kalimantan Tengah",0,0,0,0,0
"2089","Kec. Belat ","Karimun","Kalimantan Tengah",0,0,0,0,0
"2090","Kec. Midai ","Natuna","Kalimantan Tengah",0,0,0,0,0
"2091","Kec. Bunguran Barat ","Natuna","Kalimantan Tengah",0,0,0,0,0
"2092","Kec. Pulau Laut ","Natuna","Kalimantan Tengah",0,0,0,0,0
"2093","Kec. Pulau Tiga ","Natuna","Kalimantan Tengah",0,0,0,0,0
"2094","Kec. Bunguran Timur Laut ","Natuna","Kalimantan Tengah",0,0,0,0,0
"2095","Kec. Serasan Timur ","Natuna","Kalimantan Tengah",0,0,0,0,0
"2096","Kec. Lingga ","Lingga","Kalimantan Tengah",0,0,0,0,0
"2097","Kec. Singkep Barat ","Lingga","Kalimantan Tengah",0,0,0,0,0
"2098","Kec. Lingga Utara ","Lingga","Kalimantan Tengah",0,0,0,0,0
"2099","Kec. Singkep Pesisir ","Lingga","Kalimantan Tengah",0,0,0,0,0
"2100","Kec. Singkep Selatan ","Lingga","Kalimantan Tengah",0,0,0,0,0
"2101","Kec. Lingga Timur ","Lingga","Kalimantan Tengah",0,0,0,0,0
"2102","Kec. Selayar ","Lingga","Kalimantan Tengah",0,0,0,0,0
"2103","Kec. Kepulauan Posek ","Lingga","Kalimantan Tengah",0,0,0,0,0
"2104","Kec. Bakung Serumpun ","Lingga","Kalimantan Tengah",0,0,0,0,0
"2105","Kec. Temiang Pesisir ","Lingga","Kalimantan Tengah",0,0,0,0,0
"2106","Kec. Katang Bidare ","Lingga","Kalimantan Tengah",0,0,0,0,0
"2107","Kec. Jemaja ","Kepulauan Anambas","Kalimantan Tengah",0,0,0,0,0
"2108","Kec. Siantan ","Kepulauan Anambas","Kalimantan Tengah",0,0,0,0,0
"2109","Kec. Palmatak ","Kepulauan Anambas","Kalimantan Tengah",0,0,0,0,0
"2110","Kec. Siantan Timur ","Kepulauan Anambas","Kalimantan Tengah",0,0,0,0,0
"2111","Kec. Sekupang ","Batam","Kalimantan Tengah",0,0,0,0,0
"2112","Kec. Nongsa ","Batam","Kalimantan Tengah",0,0,0,0,0
"2113","Kec. Tanjung Pinang ","Tanjungpinang","0",0,0,0,0,0
"2114","Kec. Sausapor ","Tambrauw","Papua",0,0,0,0,0
"2115","Kec. Amberbaken ","Tambrauw","Papua",0,0,0,0,0
"2116","Kec. Ayamaru ","Maybrat","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"2117","Kec. Anggi Gida ","Pegunungan Arfak","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"2118","Kec. Membey ","Pegunungan Arfak","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"2119","Kec. Sururay ","Pegunungan Arfak","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"2120","Kec. Catubouw ","Pegunungan Arfak","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"2121","Kec. Testega ","Pegunungan Arfak","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"2122","Kec. Menyambouw ","Pegunungan Arfak","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"2123","Kec. Anggi ","Pegunungan Arfak","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"2124","Kec. Wondiboy ","Teluk Wondama","Papua",0,0,0,0,0
"2125","Kec. Windesi ","Teluk Wondama","Papua",0,0,0,0,0
"2126","Kec. Babo ","Teluk Bintuni","Papua",0,0,0,0,0
"2127","Kec. Kaitaro ","Teluk Bintuni","Papua",0,0,0,0,0
"2128","Kec. Tembuni ","Teluk Bintuni","Papua",0,0,0,0,0
"2129","Kec. Kamundan ","Teluk Bintuni","Papua",0,0,0,0,0
"2130","Kec. Meyado ","Teluk Bintuni","Papua",0,0,0,0,0
"2131","Kec. Moskona Barat ","Teluk Bintuni","Papua",0,0,0,0,0
"2132","Kec. Merdey ","Teluk Bintuni","Papua",0,0,0,0,0
"2133","Kec. Kokoda ","Sorong Selatan","Nusa Tenggara Timur (NTT)",0,0,0,0,0
